account_id,customer_id,account_type,product_code,open_date,close_date,status,interest_rate,credit_limit,branch_id,created_at,updated_at
ACCT00000340,CUST000280,CHECKING,CHK_BASIC,2023-04-05,,ACTIVE,0.0599,,BR0006,2023-04-05 07:06:02,2023-04-05 08:58:18
ACCT00000341,CUST000280,CREDIT,CC_BASIC,2022-11-15,,ACTIVE,0.0484,10000,BR0006,2022-11-15 22:33:32,2022-11-15 09:34:38
ACCT00000342,CUST000281,SAVINGS,SAV_BASIC,2023-02-03,,ACTIVE,0.0332,,BR0003,2023-02-03 22:30:45,2023-02-03 17:05:33
ACCT00000343,CUST000282,CD,CD_6MO,2022-08-11,,ACTIVE,0.0794,,BR0008,2022-08-11 07:42:37,2022-08-11 18:21:25
ACCT00000344,CUST000282,CREDIT,CC_REWARDS,2022-11-24,,ACTIVE,0.0388,25000,BR0008,2022-11-24 07:00:30,2022-11-24 10:45:31
ACCT00000345,CUST000283,CD,CD_12MO,2023-08-31,,FROZEN,0.0363,,BR0010,2023-08-31 12:29:13,2023-08-31 17:26:18
ACCT00000346,CUST000284,CHECKING,CHK_BASIC,2022-01-24,,FROZEN,0.0768,,BR0020,2022-01-24 13:03:49,2022-01-24 18:38:28
ACCT00000347,CUST000285,MONEY_MARKET,MM_STANDARD,2021-03-12,,ACTIVE,0.0092,,BR0005,2021-03-12 14:22:18,2021-03-12 12:26:29
ACCT00000348,CUST000285,CHECKING,CHK_BASIC,2020-09-27,,ACTIVE,0.0756,,BR0005,2020-09-27 18:33:32,2020-09-27 19:28:23
ACCT00000349,CUST000286,CHECKING,CHK_BASIC,2023-12-14,,ACTIVE,0.0076,,BR0011,2023-12-14 15:22:27,2023-12-14 07:22:42
ACCT00000350,CUST000287,SAVINGS,SAV_BASIC,2022-09-24,,ACTIVE,0.0408,,BR0010,2022-09-24 20:13:37,2022-09-24 10:01:46
ACCT00000351,CUST000288,CHECKING,CHK_PREMIUM,2021-07-01,,ACTIVE,0.0272,,BR0020,2021-07-01 12:15:49,2021-07-01 21:45:30
ACCT00000352,CUST000289,CD,CD_24MO,2023-05-04,2023-10-07,CLOSED,0.045,,BR0003,2023-05-04 09:37:50,2023-05-04 11:53:26
ACCT00000353,CUST000290,CHECKING,CHK_BASIC,2023-01-14,,ACTIVE,0.002,,BR0016,2023-01-14 09:09:16,2023-01-14 07:08:23
ACCT00000354,CUST000291,SAVINGS,SAV_HIYIELD,2021-10-09,,ACTIVE,0.0476,,BR0008,2021-10-09 07:32:47,2021-10-09 07:42:36
ACCT00000355,CUST000291,MONEY_MARKET,MM_STANDARD,2022-07-05,,ACTIVE,0.0327,,BR0008,2022-07-05 20:15:33,2022-07-05 22:30:08
ACCT00000356,CUST000292,CHECKING,CHK_BASIC,2022-10-19,2023-03-07,CLOSED,0.017,,BR0003,2022-10-19 15:15:33,2022-10-19 13:49:42
ACCT00000357,CUST000293,CHECKING,CHK_PREMIUM,2020-08-30,,ACTIVE,0.0499,,BR0019,2020-08-30 13:01:31,2020-08-30 14:06:28
ACCT00000358,CUST000294,MONEY_MARKET,MM_STANDARD,2021-11-09,,ACTIVE,0.0792,,BR0010,2021-11-09 19:48:24,2021-11-09 10:32:39
ACCT00000359,CUST000295,CHECKING,CHK_BASIC,2023-09-24,,ACTIVE,0.0125,,BR0014,2023-09-24 10:28:49,2023-09-24 16:40:25
ACCT00000360,CUST000296,CHECKING,CHK_BASIC,2023-11-11,,ACTIVE,0.0112,,BR0018,2023-11-11 15:02:23,2023-11-11 18:47:29
ACCT00000361,CUST000297,CHECKING,CHK_PREMIUM,2020-06-19,,ACTIVE,0.042,,BR0012,2020-06-19 07:52:16,2020-06-19 09:59:33
ACCT00000362,CUST000298,CD,CD_6MO,2021-09-10,,ACTIVE,0.0276,,BR0013,2021-09-10 19:25:27,2021-09-10 07:45:34
ACCT00000363,CUST000299,CHECKING,CHK_PREMIUM,2020-11-16,,ACTIVE,0.0619,,BR0004,2020-11-16 21:40:39,2020-11-16 07:37:35
ACCT00000364,CUST000300,SAVINGS,SAV_BASIC,2021-02-10,,ACTIVE,0.0384,,BR0013,2021-02-10 16:53:35,2021-02-10 15:19:19
ACCT00000365,CUST000301,CHECKING,CHK_PREMIUM,2023-10-31,,ACTIVE,0.0161,,BR0015,2023-10-31 08:15:55,2023-10-31 20:15:29
ACCT00000366,CUST000302,CHECKING,CHK_BASIC,2020-12-05,,ACTIVE,0.0672,,BR0008,2020-12-05 09:58:34,2020-12-05 07:44:09
ACCT00000367,CUST000303,MONEY_MARKET,MM_STANDARD,2023-12-17,,ACTIVE,0.0487,,BR0014,2023-12-17 13:42:36,2023-12-17 19:00:24
ACCT00000368,CUST000304,CHECKING,CHK_BASIC,2020-04-07,,ACTIVE,0.0666,,BR0010,2020-04-07 10:46:20,2020-04-07 18:42:43
ACCT00000369,CUST000305,LOAN,LOAN_PERSONAL,2022-11-13,,ACTIVE,0.0979,1000,BR0018,2022-11-13 13:16:05,2022-11-13 14:05:12
ACCT00000370,CUST000306,CREDIT,CC_BASIC,2020-09-21,,ACTIVE,0.0257,5000,BR0005,2020-09-21 08:44:45,2020-09-21 13:10:20
ACCT00000371,CUST000307,MONEY_MARKET,MM_STANDARD,2023-08-13,2023-10-21,CLOSED,0.004,,BR0018,2023-08-13 17:26:00,2023-08-13 14:50:03
ACCT00000372,CUST000308,SAVINGS,SAV_HIYIELD,2022-04-05,,ACTIVE,0.0426,,BR0014,2022-04-05 08:01:12,2022-04-05 09:16:51
ACCT00000373,CUST000309,SAVINGS,SAV_BASIC,2021-05-23,,ACTIVE,0.0372,,BR0008,2021-05-23 21:38:17,2021-05-23 07:29:46
ACCT00000374,CUST000310,CHECKING,CHK_PREMIUM,2021-09-22,,ACTIVE,0.0214,,BR0007,2021-09-22 22:28:00,2021-09-22 13:15:38
ACCT00000375,CUST000311,CREDIT,CC_REWARDS,2023-01-25,,ACTIVE,0.0771,1000,BR0002,2023-01-25 06:53:24,2023-01-25 06:14:10
ACCT00000376,CUST000312,SAVINGS,SAV_BASIC,2022-02-14,,ACTIVE,0.0285,,BR0019,2022-02-14 18:15:05,2022-02-14 07:05:01
ACCT00000377,CUST000313,CD,CD_6MO,2022-07-07,,ACTIVE,0.0264,,BR0015,2022-07-07 18:02:24,2022-07-07 15:01:03
ACCT00000378,CUST000313,CHECKING,CHK_PREMIUM,2022-08-31,,ACTIVE,0.0376,,BR0015,2022-08-31 15:56:35,2022-08-31 18:49:40
ACCT00000379,CUST000314,CD,CD_12MO,2023-12-13,,ACTIVE,0.0418,,BR0002,2023-12-13 20:00:57,2023-12-13 13:25:51
ACCT00000380,CUST000315,SAVINGS,SAV_HIYIELD,2022-04-24,2022-08-05,CLOSED,0.0394,,BR0002,2022-04-24 13:41:30,2022-04-24 16:36:58
ACCT00000381,CUST000315,CHECKING,CHK_BASIC,2022-06-28,,ACTIVE,0.0361,,BR0002,2022-06-28 09:07:59,2022-06-28 08:28:06
ACCT00000382,CUST000315,MONEY_MARKET,MM_STANDARD,2022-08-23,,ACTIVE,0.023,,BR0002,2022-08-23 06:10:59,2022-08-23 08:17:18
ACCT00000383,CUST000316,CHECKING,CHK_PREMIUM,2021-05-21,,ACTIVE,0.0681,,BR0018,2021-05-21 19:28:17,2021-05-21 13:14:14
ACCT00000384,CUST000316,CD,CD_24MO,2022-03-11,,ACTIVE,0.0587,,BR0018,2022-03-11 16:23:10,2022-03-11 13:36:06
ACCT00000385,CUST000317,CHECKING,CHK_BASIC,2021-11-30,,ACTIVE,0.0256,,BR0005,2021-11-30 11:24:40,2021-11-30 18:22:13
ACCT00000386,CUST000318,LOAN,LOAN_AUTO,2022-09-03,,FROZEN,0.1695,10000,BR0010,2022-09-03 13:06:29,2022-09-03 12:36:55
ACCT00000387,CUST000319,CHECKING,CHK_BASIC,2022-09-30,,FROZEN,0.0744,,BR0017,2022-09-30 12:50:47,2022-09-30 17:54:33
ACCT00000388,CUST000320,SAVINGS,SAV_BASIC,2020-11-03,,ACTIVE,0.0694,,BR0004,2020-11-03 18:35:29,2020-11-03 08:16:44
ACCT00000389,CUST000320,CHECKING,CHK_BASIC,2020-09-19,,ACTIVE,0.0717,,BR0004,2020-09-19 21:58:38,2020-09-19 18:28:59
ACCT00000390,CUST000321,SAVINGS,SAV_BASIC,2022-11-17,,ACTIVE,0.0662,,BR0010,2022-11-17 20:38:08,2022-11-17 09:56:45
ACCT00000391,CUST000322,CHECKING,CHK_PREMIUM,2022-08-05,,ACTIVE,0.0561,,BR0011,2022-08-05 12:59:56,2022-08-05 17:48:16
ACCT00000392,CUST000323,MONEY_MARKET,MM_STANDARD,2023-12-13,,ACTIVE,0.009,,BR0014,2023-12-13 15:42:40,2023-12-13 16:23:31
ACCT00000393,CUST000324,CHECKING,CHK_PREMIUM,2022-02-18,,ACTIVE,0.0533,,BR0013,2022-02-18 21:44:53,2022-02-18 09:46:34
ACCT00000394,CUST000325,CREDIT,CC_REWARDS,2022-03-07,,ACTIVE,0.011,50000,BR0009,2022-03-07 07:21:01,2022-03-07 11:24:03
ACCT00000395,CUST000325,CHECKING,CHK_BASIC,2021-06-06,,ACTIVE,0.0076,,BR0009,2021-06-06 16:27:04,2021-06-06 19:04:54
ACCT00000396,CUST000326,MONEY_MARKET,MM_STANDARD,2020-10-15,,ACTIVE,0.0775,,BR0020,2020-10-15 22:05:08,2020-10-15 08:54:14
ACCT00000397,CUST000327,MONEY_MARKET,MM_STANDARD,2022-05-05,,DORMANT,0.0429,,BR0006,2022-05-05 15:42:24,2022-05-05 07:48:43
ACCT00000398,CUST000327,CD,CD_12MO,2022-08-13,,ACTIVE,0.0111,,BR0006,2022-08-13 12:04:03,2022-08-13 14:42:16
ACCT00000399,CUST000328,SAVINGS,SAV_BASIC,2021-08-15,,ACTIVE,0.0506,,BR0018,2021-08-15 19:54:57,2021-08-15 17:20:46
ACCT00000400,CUST000329,CHECKING,CHK_BASIC,2020-03-22,,ACTIVE,0.0704,,BR0008,2020-03-22 06:26:13,2020-03-22 08:33:46
ACCT00000401,CUST000330,SAVINGS,SAV_BASIC,2023-03-07,,ACTIVE,0.0514,,BR0016,2023-03-07 13:53:01,2023-03-07 10:12:26
ACCT00000402,CUST000331,CD,CD_24MO,2023-12-12,,ACTIVE,0.016,,BR0019,2023-12-12 08:26:54,2023-12-12 20:27:17
ACCT00000403,CUST000332,CHECKING,CHK_BASIC,2022-07-19,,ACTIVE,0.0573,,BR0005,2022-07-19 13:42:11,2022-07-19 16:08:50
ACCT00000404,CUST000333,CD,CD_6MO,2022-11-20,,ACTIVE,0.0311,,BR0010,2022-11-20 13:29:37,2022-11-20 14:38:54
ACCT00000405,CUST000334,MONEY_MARKET,MM_STANDARD,2022-10-28,,ACTIVE,0.0257,,BR0006,2022-10-28 19:48:16,2022-10-28 14:19:43
ACCT00000406,CUST000335,CHECKING,CHK_PREMIUM,2021-02-03,,FROZEN,0.0411,,BR0016,2021-02-03 09:04:19,2021-02-03 13:14:02
ACCT00000407,CUST000336,SAVINGS,SAV_HIYIELD,2023-03-14,2023-04-25,CLOSED,0.0454,,BR0014,2023-03-14 21:05:53,2023-03-14 16:20:44
ACCT00000408,CUST000337,LOAN,LOAN_PERSONAL,2021-02-23,,ACTIVE,0.196,25000,BR0003,2021-02-23 21:59:39,2021-02-23 07:10:59
ACCT00000409,CUST000338,SAVINGS,SAV_HIYIELD,2023-09-10,,ACTIVE,0.0764,,BR0019,2023-09-10 13:29:10,2023-09-10 09:26:11
ACCT00000410,CUST000338,LOAN,LOAN_PERSONAL,2023-11-25,,ACTIVE,0.0692,5000,BR0019,2023-11-25 22:19:04,2023-11-25 06:11:39
ACCT00000411,CUST000339,MONEY_MARKET,MM_STANDARD,2023-03-12,,ACTIVE,0.058,,BR0010,2023-03-12 12:38:53,2023-03-12 17:31:54
ACCT00000412,CUST000340,MONEY_MARKET,MM_STANDARD,2022-02-08,,ACTIVE,0.0211,,BR0004,2022-02-08 20:17:43,2022-02-08 08:04:04
ACCT00000413,CUST000340,SAVINGS,SAV_HIYIELD,2022-08-11,,ACTIVE,0.0019,,BR0004,2022-08-11 22:27:09,2022-08-11 17:25:41
ACCT00000414,CUST000341,CHECKING,CHK_PREMIUM,2022-01-27,,ACTIVE,0.0587,,BR0001,2022-01-27 11:13:13,2022-01-27 06:50:00
ACCT00000415,CUST000342,SAVINGS,SAV_BASIC,2020-10-30,,ACTIVE,0.0597,,BR0011,2020-10-30 22:44:09,2020-10-30 11:40:16
ACCT00000416,CUST000343,SAVINGS,SAV_BASIC,2023-07-14,,ACTIVE,0.0041,,BR0017,2023-07-14 21:43:45,2023-07-14 22:33:12
ACCT00000417,CUST000343,CHECKING,CHK_PREMIUM,2023-02-13,,ACTIVE,0.0785,,BR0017,2023-02-13 15:34:22,2023-02-13 10:11:00
ACCT00000418,CUST000344,SAVINGS,SAV_BASIC,2020-06-19,2023-01-24,CLOSED,0.0445,,BR0019,2020-06-19 10:34:30,2020-06-19 14:53:43
ACCT00000419,CUST000345,CHECKING,CHK_BASIC,2022-03-17,,ACTIVE,0.0507,,BR0020,2022-03-17 16:04:10,2022-03-17 16:22:21
ACCT00000420,CUST000345,CHECKING,CHK_PREMIUM,2022-06-25,,ACTIVE,0.0709,,BR0020,2022-06-25 07:32:07,2022-06-25 15:44:34
ACCT00000421,CUST000346,CREDIT,CC_REWARDS,2021-09-18,,ACTIVE,0.0703,2000,BR0002,2021-09-18 07:00:13,2021-09-18 19:00:28
ACCT00000422,CUST000347,CHECKING,CHK_BASIC,2022-06-18,,ACTIVE,0.0012,,BR0017,2022-06-18 12:42:17,2022-06-18 10:56:52
ACCT00000423,CUST000348,CD,CD_12MO,2022-08-15,,ACTIVE,0.0647,,BR0006,2022-08-15 09:27:49,2022-08-15 10:54:35
ACCT00000424,CUST000349,SAVINGS,SAV_HIYIELD,2023-03-01,,ACTIVE,0.0674,,BR0005,2023-03-01 19:39:24,2023-03-01 21:46:43
ACCT00000425,CUST000349,CHECKING,CHK_PREMIUM,2022-03-07,,ACTIVE,0.0305,,BR0005,2022-03-07 14:04:01,2022-03-07 18:06:27
ACCT00000426,CUST000350,SAVINGS,SAV_BASIC,2022-05-08,,ACTIVE,0.0552,,BR0003,2022-05-08 15:18:50,2022-05-08 16:35:01
ACCT00000427,CUST000351,CHECKING,CHK_PREMIUM,2021-06-29,,ACTIVE,0.0666,,BR0017,2021-06-29 11:33:00,2021-06-29 10:18:06
ACCT00000428,CUST000351,CHECKING,CHK_BASIC,2021-04-23,2023-09-07,CLOSED,0.0527,,BR0017,2021-04-23 19:39:36,2021-04-23 19:06:46
ACCT00000429,CUST000352,LOAN,LOAN_AUTO,2022-10-23,,ACTIVE,0.1145,50000,BR0005,2022-10-23 13:44:10,2022-10-23 10:42:50
ACCT00000430,CUST000352,MONEY_MARKET,MM_STANDARD,2022-08-09,,ACTIVE,0.0787,,BR0005,2022-08-09 20:40:19,2022-08-09 13:22:58
ACCT00000431,CUST000353,LOAN,LOAN_PERSONAL,2023-12-11,,ACTIVE,0.2277,50000,BR0020,2023-12-11 12:38:23,2023-12-11 07:49:06
ACCT00000432,CUST000354,CHECKING,CHK_BASIC,2023-06-09,,DORMANT,0.0655,,BR0019,2023-06-09 16:32:43,2023-06-09 19:53:11
ACCT00000433,CUST000355,MONEY_MARKET,MM_STANDARD,2022-04-06,,ACTIVE,0.0075,,BR0010,2022-04-06 20:17:34,2022-04-06 06:15:01
ACCT00000434,CUST000356,CHECKING,CHK_BASIC,2023-12-09,,ACTIVE,0.0568,,BR0019,2023-12-09 21:07:53,2023-12-09 19:04:51
ACCT00000435,CUST000357,CHECKING,CHK_PREMIUM,2020-07-03,,ACTIVE,0.0766,,BR0009,2020-07-03 16:44:49,2020-07-03 15:42:46
ACCT00000436,CUST000357,SAVINGS,SAV_HIYIELD,2021-02-02,,ACTIVE,0.0592,,BR0009,2021-02-02 17:36:26,2021-02-02 20:20:28
ACCT00000437,CUST000358,SAVINGS,SAV_BASIC,2022-10-28,,ACTIVE,0.0548,,BR0015,2022-10-28 20:37:51,2022-10-28 13:01:45
ACCT00000438,CUST000359,SAVINGS,SAV_HIYIELD,2023-05-13,,ACTIVE,0.0616,,BR0015,2023-05-13 09:05:24,2023-05-13 06:35:36
ACCT00000439,CUST000360,SAVINGS,SAV_BASIC,2023-08-16,,ACTIVE,0.0704,,BR0005,2023-08-16 11:11:07,2023-08-16 12:12:24
ACCT00000440,CUST000360,LOAN,LOAN_PERSONAL,2023-08-12,,ACTIVE,0.0416,25000,BR0005,2023-08-12 12:17:29,2023-08-12 19:43:47
ACCT00000441,CUST000361,CD,CD_24MO,2022-05-12,,ACTIVE,0.058,,BR0014,2022-05-12 06:43:58,2022-05-12 21:17:24
ACCT00000442,CUST000361,CHECKING,CHK_PREMIUM,2021-09-18,,FROZEN,0.0466,,BR0014,2021-09-18 10:29:06,2021-09-18 16:44:25
ACCT00000443,CUST000362,CHECKING,CHK_PREMIUM,2023-08-25,,FROZEN,0.0601,,BR0017,2023-08-25 22:43:22,2023-08-25 10:32:23
ACCT00000444,CUST000363,MONEY_MARKET,MM_STANDARD,2023-01-06,,ACTIVE,0.0441,,BR0012,2023-01-06 14:49:15,2023-01-06 20:25:44
ACCT00000445,CUST000364,CHECKING,CHK_BASIC,2020-11-29,,ACTIVE,0.052,,BR0014,2020-11-29 21:15:31,2020-11-29 15:39:37
ACCT00000446,CUST000365,LOAN,LOAN_AUTO,2021-09-22,,ACTIVE,0.1325,50000,BR0005,2021-09-22 14:55:51,2021-09-22 15:17:07
ACCT00000447,CUST000365,CHECKING,CHK_PREMIUM,2021-06-11,,ACTIVE,0.0117,,BR0005,2021-06-11 16:18:41,2021-06-11 13:19:49
ACCT00000448,CUST000366,SAVINGS,SAV_HIYIELD,2022-04-09,,ACTIVE,0.0034,,BR0015,2022-04-09 14:15:21,2022-04-09 22:13:58
ACCT00000449,CUST000367,CD,CD_24MO,2023-04-03,,ACTIVE,0.0053,,BR0018,2023-04-03 19:23:32,2023-04-03 16:28:32
ACCT00000450,CUST000368,CREDIT,CC_REWARDS,2022-04-17,,ACTIVE,0.0339,25000,BR0012,2022-04-17 08:24:30,2022-04-17 22:19:52
ACCT00000451,CUST000369,CHECKING,CHK_BASIC,2021-11-12,,FROZEN,0.0055,,BR0001,2021-11-12 20:41:42,2021-11-12 09:51:43
ACCT00000452,CUST000370,SAVINGS,SAV_BASIC,2021-12-27,,ACTIVE,0.026,,BR0011,2021-12-27 06:41:40,2021-12-27 06:31:32
ACCT00000453,CUST000370,SAVINGS,SAV_BASIC,2021-08-22,,ACTIVE,0.0161,,BR0011,2021-08-22 22:20:18,2021-08-22 06:15:57
ACCT00000454,CUST000371,MONEY_MARKET,MM_STANDARD,2023-11-14,,ACTIVE,0.0549,,BR0005,2023-11-14 07:46:11,2023-11-14 13:05:48
ACCT00000455,CUST000372,CHECKING,CHK_BASIC,2023-02-18,,ACTIVE,0.0135,,BR0019,2023-02-18 13:20:44,2023-02-18 16:51:07
ACCT00000456,CUST000372,CHECKING,CHK_BASIC,2023-01-19,,ACTIVE,0.0159,,BR0019,2023-01-19 10:15:17,2023-01-19 21:31:04
ACCT00000457,CUST000373,SAVINGS,SAV_HIYIELD,2022-03-22,,FROZEN,0.0258,,BR0010,2022-03-22 17:44:28,2022-03-22 07:58:09
ACCT00000458,CUST000374,CHECKING,CHK_PREMIUM,2022-06-01,,ACTIVE,0.0068,,BR0007,2022-06-01 19:19:16,2022-06-01 17:36:17
ACCT00000459,CUST000374,SAVINGS,SAV_BASIC,2022-11-28,,ACTIVE,0.0445,,BR0007,2022-11-28 13:59:42,2022-11-28 08:40:09
ACCT00000460,CUST000375,CHECKING,CHK_PREMIUM,2023-01-25,,ACTIVE,0.0092,,BR0004,2023-01-25 10:10:55,2023-01-25 10:58:34
ACCT00000461,CUST000376,CD,CD_6MO,2022-10-20,,ACTIVE,0.0298,,BR0016,2022-10-20 15:18:26,2022-10-20 17:15:42
ACCT00000462,CUST000377,SAVINGS,SAV_HIYIELD,2022-07-07,,ACTIVE,0.005,,BR0016,2022-07-07 19:13:45,2022-07-07 16:27:00
ACCT00000463,CUST000377,SAVINGS,SAV_HIYIELD,2022-10-05,,ACTIVE,0.0739,,BR0016,2022-10-05 12:14:41,2022-10-05 10:31:26
ACCT00000464,CUST000378,CHECKING,CHK_BASIC,2023-09-05,,ACTIVE,0.0033,,BR0013,2023-09-05 11:44:47,2023-09-05 13:25:36
ACCT00000465,CUST000379,CHECKING,CHK_BASIC,2023-10-06,,ACTIVE,0.0155,,BR0009,2023-10-06 11:09:03,2023-10-06 20:23:21
ACCT00000466,CUST000380,CD,CD_24MO,2023-04-03,,ACTIVE,0.0039,,BR0010,2023-04-03 20:01:58,2023-04-03 08:21:43
ACCT00000467,CUST000380,CHECKING,CHK_BASIC,2023-06-19,2023-09-10,CLOSED,0.021,,BR0010,2023-06-19 07:29:27,2023-06-19 21:57:10
ACCT00000468,CUST000381,LOAN,LOAN_PERSONAL,2022-10-17,,ACTIVE,0.191,2000,BR0019,2022-10-17 08:47:38,2022-10-17 11:36:58
ACCT00000469,CUST000381,SAVINGS,SAV_BASIC,2023-08-08,,ACTIVE,0.0682,,BR0019,2023-08-08 13:01:30,2023-08-08 08:10:11
ACCT00000470,CUST000382,SAVINGS,SAV_BASIC,2023-09-24,,ACTIVE,0.0709,,BR0005,2023-09-24 22:14:41,2023-09-24 20:28:47
ACCT00000471,CUST000383,CHECKING,CHK_PREMIUM,2023-10-28,,ACTIVE,0.0398,,BR0003,2023-10-28 20:50:10,2023-10-28 10:03:25
ACCT00000472,CUST000384,CHECKING,CHK_BASIC,2022-05-24,,ACTIVE,0.0768,,BR0009,2022-05-24 11:26:36,2022-05-24 07:57:18
ACCT00000473,CUST000384,CHECKING,CHK_PREMIUM,2022-10-06,,ACTIVE,0.0119,,BR0009,2022-10-06 14:31:26,2022-10-06 06:54:36
ACCT00000474,CUST000385,CHECKING,CHK_PREMIUM,2023-12-18,,ACTIVE,0.0133,,BR0014,2023-12-18 14:58:52,2023-12-18 16:11:23
ACCT00000475,CUST000386,SAVINGS,SAV_HIYIELD,2020-09-26,,ACTIVE,0.0381,,BR0004,2020-09-26 14:00:28,2020-09-26 06:51:44
ACCT00000476,CUST000386,LOAN,LOAN_AUTO,2021-04-13,,ACTIVE,0.1336,1000,BR0004,2021-04-13 19:05:09,2021-04-13 22:32:38
ACCT00000477,CUST000387,SAVINGS,SAV_BASIC,2022-08-06,,ACTIVE,0.0638,,BR0016,2022-08-06 10:32:50,2022-08-06 10:57:25
ACCT00000478,CUST000388,CD,CD_12MO,2023-02-08,,DORMANT,0.0213,,BR0014,2023-02-08 20:01:00,2023-02-08 16:12:55
ACCT00000479,CUST000389,SAVINGS,SAV_HIYIELD,2021-02-05,,FROZEN,0.0439,,BR0020,2021-02-05 06:50:12,2021-02-05 08:44:53
ACCT00000480,CUST000390,CD,CD_24MO,2022-04-27,,ACTIVE,0.0672,,BR0005,2022-04-27 08:09:29,2022-04-27 22:12:57
ACCT00000481,CUST000391,CREDIT,CC_REWARDS,2020-08-04,,FROZEN,0.0198,5000,BR0016,2020-08-04 14:05:53,2020-08-04 18:50:01
ACCT00000482,CUST000392,CHECKING,CHK_PREMIUM,2023-11-07,,ACTIVE,0.0449,,BR0009,2023-11-07 22:28:00,2023-11-07 09:30:00
ACCT00000483,CUST000393,CD,CD_12MO,2020-11-29,,ACTIVE,0.0145,,BR0002,2020-11-29 21:29:41,2020-11-29 09:46:03
ACCT00000484,CUST000394,SAVINGS,SAV_BASIC,2022-07-13,2022-12-05,CLOSED,0.0345,,BR0020,2022-07-13 17:46:28,2022-07-13 18:28:44
ACCT00000485,CUST000395,SAVINGS,SAV_BASIC,2023-11-10,,ACTIVE,0.0082,,BR0001,2023-11-10 06:03:43,2023-11-10 21:03:52
ACCT00000486,CUST000395,CHECKING,CHK_BASIC,2023-12-06,,ACTIVE,0.0584,,BR0001,2023-12-06 06:23:03,2023-12-06 10:22:42
ACCT00000487,CUST000396,CHECKING,CHK_BASIC,2022-09-20,,FROZEN,0.0566,,BR0018,2022-09-20 11:02:05,2022-09-20 06:43:11
ACCT00000488,CUST000396,MONEY_MARKET,MM_STANDARD,2022-08-02,,ACTIVE,0.0223,,BR0018,2022-08-02 20:43:44,2022-08-02 16:40:14
ACCT00000489,CUST000397,MONEY_MARKET,MM_STANDARD,2021-12-01,,ACTIVE,0.0284,,BR0009,2021-12-01 18:42:43,2021-12-01 14:42:41
ACCT00000490,CUST000398,CHECKING,CHK_PREMIUM,2021-09-19,,ACTIVE,0.0099,,BR0017,2021-09-19 12:28:18,2021-09-19 07:50:50
ACCT00000491,CUST000399,CHECKING,CHK_BASIC,2023-11-26,,DORMANT,0.0696,,BR0016,2023-11-26 19:50:48,2023-11-26 18:47:36
ACCT00000492,CUST000400,CREDIT,CC_BASIC,2023-01-22,,ACTIVE,0.0597,10000,BR0008,2023-01-22 06:53:33,2023-01-22 16:21:31
ACCT00000493,CUST000401,SAVINGS,SAV_HIYIELD,2021-10-29,,ACTIVE,0.0422,,BR0001,2021-10-29 18:33:32,2021-10-29 08:17:17
ACCT00000494,CUST000402,MONEY_MARKET,MM_STANDARD,2021-02-10,2021-07-09,CLOSED,0.0765,,BR0005,2021-02-10 16:32:25,2021-02-10 11:18:47
ACCT00000495,CUST000403,CHECKING,CHK_PREMIUM,2023-09-30,,ACTIVE,0.0175,,BR0009,2023-09-30 14:23:48,2023-09-30 13:20:09
ACCT00000496,CUST000403,SAVINGS,SAV_BASIC,2023-11-30,,ACTIVE,0.0082,,BR0009,2023-11-30 07:58:44,2023-11-30 22:23:51
ACCT00000497,CUST000404,LOAN,LOAN_AUTO,2020-05-25,,ACTIVE,0.1755,25000,BR0001,2020-05-25 16:38:14,2020-05-25 11:04:15
ACCT00000498,CUST000405,CHECKING,CHK_PREMIUM,2021-03-29,,ACTIVE,0.0581,,BR0011,2021-03-29 12:41:17,2021-03-29 06:56:48
ACCT00000499,CUST000406,CHECKING,CHK_PREMIUM,2022-08-07,,ACTIVE,0.0132,,BR0005,2022-08-07 21:42:59,2022-08-07 10:00:21
ACCT00000500,CUST000406,SAVINGS,SAV_HIYIELD,2022-10-18,,ACTIVE,0.0738,,BR0005,2022-10-18 09:45:39,2022-10-18 10:04:54
ACCT00000501,CUST000407,CD,CD_12MO,2021-05-23,,ACTIVE,0.0363,,BR0004,2021-05-23 18:00:18,2021-05-23 11:37:15
ACCT00000502,CUST000408,SAVINGS,SAV_HIYIELD,2023-02-22,,ACTIVE,0.0549,,BR0012,2023-02-22 11:05:16,2023-02-22 19:05:29
ACCT00000503,CUST000409,CHECKING,CHK_BASIC,2021-09-29,,ACTIVE,0.0345,,BR0011,2021-09-29 19:39:58,2021-09-29 22:33:41
ACCT00000504,CUST000410,MONEY_MARKET,MM_STANDARD,2022-04-23,,ACTIVE,0.0753,,BR0014,2022-04-23 16:18:17,2022-04-23 16:32:16
ACCT00000505,CUST000410,SAVINGS,SAV_HIYIELD,2022-01-31,,ACTIVE,0.0013,,BR0014,2022-01-31 10:46:59,2022-01-31 12:26:56
ACCT00000506,CUST000411,MONEY_MARKET,MM_STANDARD,2021-12-30,,ACTIVE,0.0534,,BR0019,2021-12-30 08:44:37,2021-12-30 12:16:24
ACCT00000507,CUST000411,CHECKING,CHK_BASIC,2022-02-10,,ACTIVE,0.0674,,BR0019,2022-02-10 22:18:50,2022-02-10 15:30:38
ACCT00000508,CUST000412,CHECKING,CHK_PREMIUM,2022-11-11,,FROZEN,0.0332,,BR0011,2022-11-11 08:23:26,2022-11-11 18:08:45
